hash_id,company,clean_name,notice_date,effective_date,employee_count,city,state,source_url
73674d9eee17b8571dfb59c830805dd0,"UltraVolt, Inc., a wholly owned subsidiary of Advanced Energy Industries, Inc.","UltraVolt, Inc., a wholly owned subsidiary of Advanced Energy Industries, Inc.",,2025-02-03,43,Ronkonkoma,NY,https://dol.ny.gov/warn-ultravolt-inc-advanced-energy-industries-inc-region-long-island-date-posted-362025-notice-date
974b7e06ff6c40bec2798c80b3580f4b,"SpencerARL New York, Inc.","SpencerARL New York, Inc.",,2024-10-11,111,31 Area Development Dr. Plattsburgh,NY,https://dol.ny.gov/warn-spencerarl-new-york-inc-region-north-country-date-posted-352025-notice-date-792024-amended
4b22e6723f13d130e5ed1130558c94f0,The College of Saint Rose,The College of Saint Rose,2024-02-15,,646,Albany,NY,https://dol.ny.gov/warn-college-saint-rose-region-capital-date-notice-2152025-original-notice-date-2152024-date-posted
041f85f9c6b13df3475c7906656907da,"Catholic Charities of Orange, Sullivan & Ulster (CCOSU)","Catholic Charities of Orange, Sullivan & Ulster (CCOSU)",2025-02-19,,33,Newburgh,NY,https://dol.ny.gov/warn-catholic-charities-orange-sullivan-ulster-ccosu-region-hudson-valley-notice-date-2192025-date
230ae174f2c183d7ffc94667d5d741f4,"The Pace Companies New York, Inc.","The Pace Companies New York, Inc.",2025-02-06,2025-02-06,39,Brooklyn,NY,https://dol.ny.gov/warn-pace-companies-new-york-inc-region-new-york-city-date-posted-342025-notice-date-262025
2ceb7e2f06e004b5a08dda0dec009213,"Pinnacle Thermal Solutions, LLC.","Pinnacle Thermal Solutions, LLC.",2025-02-06,2025-02-06,4,Brooklyn,NY,https://dol.ny.gov/warn-pinnacle-thermal-solutions-llc-region-new-york-city-date-posted-342025-notice-date-262025
1383aea0eb076c68a8d089bc4c664028,"SpencerARL New York, Inc.","SpencerARL New York, Inc.",,2024-10-11,111,31 Area Development Dr. Plattsburgh,NY,https://dol.ny.gov/warn-spencerarl-new-york-inc-region-north-country-date-posted-342025-notice-date-792024-amended
5fb806ee60d913548384d309a955c9ad,"Staffing Boutique, Inc.","Staffing Boutique, Inc.",2025-01-27,2025-02-07,239,New York,NY,https://dol.ny.gov/warn-staffing-boutique-inc-region-new-york-city-notice-date-1272025-date-posted-2282025
5351691d8f193bb56f71a03ff2e52827,"Air Products and Chemicals, Inc.","Air Products and Chemicals, Inc.",2025-01-30,2025-01-30,28,Amherst,NY,https://dol.ny.gov/warn-air-products-and-chemicals-inc-region-western-notice-date-1302025-date-posted-2272025
4bc7f09b88c28b3a2223e092bdd31a5a,Pace Plumbing Corporation,Pace Plumbing Corporation,2025-02-06,2025-02-06,214,Brooklyn,NY,https://dol.ny.gov/warn-pace-plumbing-corporation-region-new-york-city-notice-date-262025-date-posted-2272025
b500e4de8104bb9411606160841f4e71,"Watson Hotel Operator, LLC. d/b/a The Watson Hotel","Watson Hotel Operator, LLC. d/b/a The Watson Hotel",2025-01-21,,79,New York,NY,https://dol.ny.gov/warn-watson-hotel-operator-llc-dba-watson-hotel-region-new-york-city-date-posted-2252025-notice
ec4767fec30872beea9971ae4dbbefa6,"Church World Service, Inc.","Church World Service, Inc.",2025-01-31,,151,New York,NY,https://dol.ny.gov/warn-church-world-service-inc-region-new-york-city-date-posted-22525-notice-date-2525
9edb00894c6e9645de4e5fcd25165fb3,"Mulligan Security, LLC.","Mulligan Security, LLC.",,2025-04-04,409,Brooklyn,NY,https://dol.ny.gov/warn-mulligan-security-llc-region-new-york-city-date-posted-22425-notice-date-13125-amended-notice
aea978e045dee4e770751241ec02e2c1,"Frito-Lay, Inc.","Frito-Lay, Inc.",2025-02-18,2025-05-21,287,Liberty,NY,https://dol.ny.gov/warn-frito-lay-inc-region-hudson-valley-date-posted-2212025-notice-date-2182025
b80cd3ca60bf80a9377cf0c5cf8b5f73,"Barrette Outdoor Living, Inc.","Barrette Outdoor Living, Inc.",2025-02-03,2025-05-05,93,Buffalo,NY,https://dol.ny.gov/warn-barrette-outdoor-living-inc-region-western-date-posted-2192025-notice-date-232025
b88935402184654a85a26dacc410caf7,Parsons Corporation,Parsons Corporation,,,49,New York,NY,https://dol.ny.gov/warn-parsons-corporation-region-new-york-city-date-posted-21425-notice-date-12624-amended-notice-0
fd2ea80643059af0579c5bd95e3d3f36,Parsons Corporation,Parsons Corporation,,,48,New York,NY,https://dol.ny.gov/warn-parsons-corporation-region-new-york-city-date-posted-21425-notice-date-12624-amended-notice
4e61043b4850a6f53e348fd2cea00a05,"Macy’s Retail Holdings, Inc.","Macy’s Retail Holdings, Inc.",2025-01-09,2025-04-11,127,Rochester,NY,https://dol.ny.gov/warn-macys-retail-holdings-inc-region-long-island-and-finger-lakes-notice-date-192025
f720f2e9ed5d1bc1b2973dbe53f5f765,"Marquardt Switches, Inc.","Marquardt Switches, Inc.",,,5,Cazenovia,NY,https://dol.ny.gov/warn-marquardt-switches-inc-region-mohawk-valley-date-posted-272025-amended-242025-date-notice
d06aa7f682c397dc0fc121a6562c1ce6,"Mulligan Security, LLC.","Mulligan Security, LLC.",2025-01-31,2025-04-04,409,Brooklyn,NY,https://dol.ny.gov/warn-mulligan-security-llc-region-new-york-city-date-posted-262025-notice-date-1312025
ccd34e9fcc6391c3833a3ea1402f09a7,"Poly-Pak Industries Group, LLC.","Poly-Pak Industries Group, LLC.",2025-01-29,2025-05-01,146,Melville,NY,https://dol.ny.gov/warn-poly-pak-industries-group-llc-region-long-island-date-posted-1292025-notice-date-262025
7984636611a11f5a0a9f114f0942aabb,"QuantumScape Battery, Inc.","QuantumScape Battery, Inc.",2025-01-28,,1,,NY,https://dol.ny.gov/warn-quantumscape-battery-inc-region-long-island-date-posted-252025-notice-date-1282025
71fb582ba9469ded7f4b7c5972db5918,"BAMIA 2, LLC. d/b/a Reef Technology","BAMIA 2, LLC. d/b/a Reef Technology",,2024-09-30,53,Bronx,NY,https://dol.ny.gov/warn-bamia-2-llc-dba-reef-technology-region-new-york-city-date-posted-232025-original-notice-date
4882d4956ef6b6be531ab89a47c3e6be,"YANWA, LLC.","YANWA, LLC.",2024-11-27,2024-11-27,74,Brooklyn,NY,https://dol.ny.gov/warn-yanwa-llc-region-new-york-city-date-posted-13125-notice-date-112724
c4d40e821684e6ebffb3745ef776664d,"Evans Bank, National Association","Evans Bank, National Association",2025-01-23,,64,Williamsville,NY,https://dol.ny.gov/warn-evans-bank-national-association-region-western-date-posted-1282025-notice-date-1232025
4a3c784b4608e9611afc492f7b468666,"Crescent Duck Farm, Inc.","Crescent Duck Farm, Inc.",2025-01-16,2025-01-16,45,Aquebogue,NY,https://dol.ny.gov/warn-crescent-duck-farm-inc-region-long-island-notice-date-1162025-date-posted-1282025
5f7211af1466208b93bad517f8a9c5bc,"Barrie House Coffee Company, LLC.","Barrie House Coffee Company, LLC.",2025-01-10,2025-01-10,39,Mt. Vernon,NY,https://dol.ny.gov/warn-barrie-house-coffee-company-llc-region-hudson-valley-date-posted-1282025-notice-date-1232025
a2ce8f2db771d031176954748a2d5a79,"Publishers Clearing House, LLC","Publishers Clearing House, LLC",2025-01-15,,50,Jericho,NY,https://dol.ny.gov/warn-publishers-clearing-house-llc-region-long-island-and-new-york-city-date-posted-1242025-notice
cf69822a611ecd3153dbec3f57a72979,"Semikron Danfoss, LLC.","Semikron Danfoss, LLC.",2024-12-18,,43,Marcy,NY,https://dol.ny.gov/warn-semikron-danfross-llc-region-mohawk-valley-date-posted-1242025-notice-date-12182024
c778e832d35d1c5431655c7cfcfefaf9,"Exel, Inc. d/b/a DHL Supply Chain (USA)","Exel, Inc. d/b/a DHL Supply Chain (USA)",2025-01-13,2025-04-21,116,Staten Island,NY,https://dol.ny.gov/warn-exel-inc-dba-dhl-supply-chain-usa-region-new-york-city-date-posted-1242025-notice-date-1132025
4efcd9bd84cbbcf9e22f4c49a85f2ec6,"LiveIntent, Inc.","LiveIntent, Inc.",,,35,New York,NY,https://dol.ny.gov/warn-liveintent-inc-region-new-york-city-date-posted-01242025-amended-notice-date-1132025-notice
e569982cb0ebd2a8e27a7fe1fdfbf67a,"Amscan Inc., a Party City Holdings, Inc.","Amscan Inc., a Party City Holdings, Inc.",2024-12-20,2025-02-28,524,Chester,NY,https://dol.ny.gov/warn-amscan-inc-party-city-holdings-inc-region-hudson-valley-date-posted-1232025-notice-date
ee5ce87ceb5416bad5c55171103523fd,57th Street Associates d/b/a Rue 57,57th Street Associates d/b/a Rue 57,2025-01-09,2025-04-09,60,New York,NY,https://dol.ny.gov/warn-57th-street-associates-dba-rue-57-region-new-york-city-date-posted-1172025-notice-date-192025
255d2aef8a21cff6a7f58521dc1e4d36,"Venture Forthe, Inc.","Venture Forthe, Inc.",2024-12-31,,280,Niagara Falls,NY,https://dol.ny.gov/warn-venture-forthe-inc-region-multi-region-date-posted-1172025-notice-date-12302024
e8db2ff83a61d4748bae3697ccf79249,"Barrie House Coffee Company, LLC.","Barrie House Coffee Company, LLC.",2025-01-10,2025-01-10,39,Mt. Vernon,NY,https://dol.ny.gov/warn-barrie-house-coffee-company-llc-region-hudson-valley-date-posted-1162025-notice-date-1102025
cabb6a181d731d317d77c36a44b79afe,The College of Saint Rose,The College of Saint Rose,2024-02-15,,646,Albany,NY,https://dol.ny.gov/warn-college-saint-rose-region-capital-date-posted-192025-original-notice-date-2152024-date-notice
a936b808d1b44e9c32e37ed1f6ec6299,"HTx Services, L.L.C.","HTx Services, L.L.C.",2024-12-27,2025-03-31,86,Plainview,NY,https://dol.ny.gov/warn-htx-services-llc-region-long-island-notice-date-12272024-date-posted-192025
ebd80b004156f35d0a7913595a3e4347,"East 54 Hotel Management, LLC. d/b/a Hotel Elysee","East 54 Hotel Management, LLC. d/b/a Hotel Elysee",2024-12-20,2025-03-31,49,New York,NY,https://dol.ny.gov/warn-east-54-hotel-management-llc-dba-hotel-elysee-region-new-york-city-date-posted-192025-notice
f85dde9122c1edcc45c5724bb36e784b,"Legends Hospitality, LLC.","Legends Hospitality, LLC.",2025-01-02,2025-04-02,68,New York,NY,https://dol.ny.gov/warn-legends-hospitality-llc-region-new-york-city-date-posted-182025-notice-date-122025
98d22e62184896ab8075cde132ccb5a6,Public Health Solutions,Public Health Solutions,2025-01-06,2025-04-06,31,Brooklyn,NY,https://dol.ny.gov/warn-public-health-solutions-region-new-york-city-date-posted-182025-notice-date-162025
bd408c4e5a768fa57ebad24401715188,"CINQ NY Health Home IPA, LLC","CINQ NY Health Home IPA, LLC",2025-01-06,,51,Buffalo,NY,https://dol.ny.gov/warn-cinq-ny-health-home-ipa-llc-region-western-date-posted-172025-notice-date-162025
cddfadd3f95724aca2ff44e6dc2f0c6a,"Cold Spring Acquisition, LLC d/b/a Cold Spring Hills Center for Nursing and Rehabilitation","Cold Spring Acquisition, LLC d/b/a Cold Spring Hills Center for Nursing and Rehabilitation",2024-12-17,2024-12-23,490,Woodbury,NY,https://dol.ny.gov/warn-cold-spring-acquisition-llc-region-long-island-date-posted-01032025-notice-date-12172024
1a3431a5ebd7cd20f7f7a5b17a941af4,"IPRO (Island Peer Review Organization, Inc.)","IPRO (Island Peer Review Organization, Inc.)",2024-07-15,,128,,NY,https://dol.ny.gov/warn-ipro-island-peer-review-organization-inc-region-long-island-capital-and-new-york-city-date-0
a52e116a07dcd12f03d3a75f27375123,Paramount Global,Paramount Global,,,1192,New York,NY,https://dol.ny.gov/warn-paramount-global-region-new-york-city-date-posted-1032025-rescinded-12192024-notice-date
ba7e88698a0e09bb1255731a2368ec60,Paramount Global,Paramount Global,,,1178,New York,NY,https://dol.ny.gov/warn-paramount-global-region-new-york-city-date-posted-01032025-amended-notice-date-121124-notice
407f5a6d15c4eeed13c65782a74d0e62,"DOTC Delivery, LLC.","DOTC Delivery, LLC.",2024-04-29,2024-05-07,99,,NY,https://dol.ny.gov/warn-dotc-delivery-llc-region-new-york-city-posted-01022025-amended-notice-date-11242024-original
